                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.67578,                0.39271,                0.91073,                0.99722,                      1,                  0.995,                0.85541,                0.57037,                0.32439,                0.88822,              0.0013783,              0.0013783,              0.0013783
                    159,                0.67611,                0.42713,                0.93512,                 0.9972,                      1,                  0.995,                0.89175,                0.48446,                0.29245,                0.85099,              0.0013743,              0.0013743,              0.0013743
                    160,                0.65819,                0.39534,                0.92283,                0.99718,                      1,                  0.995,                0.93202,                0.41496,                0.28602,                 0.8354,              0.0013704,              0.0013704,              0.0013704
                    161,                0.64974,                0.39266,                0.91211,                0.99737,                      1,                  0.995,                0.91574,                0.48813,                0.29526,                0.85177,              0.0013664,              0.0013664,              0.0013664
                    162,                0.69563,                0.41637,                0.96285,                 0.9973,                      1,                  0.995,                0.92495,                0.46926,                0.31005,                0.85112,              0.0013624,              0.0013624,              0.0013624
                    163,                0.64893,                0.38508,                0.89723,                0.99719,                      1,                  0.995,                0.90425,                0.44012,                0.28448,                0.84151,              0.0013585,              0.0013585,              0.0013585
                    164,                0.70366,                0.41255,                0.93527,                0.99689,                      1,                  0.995,                0.89913,                0.46777,                0.28525,                0.84143,              0.0013545,              0.0013545,              0.0013545
                    165,                0.65972,                 0.3898,                0.92903,                0.99671,                      1,                  0.995,                0.89732,                0.45881,                0.29894,                0.83951,              0.0013506,              0.0013506,              0.0013506
                    166,                 0.6486,                0.36954,                0.91373,                0.99671,                      1,                  0.995,                0.89732,                0.45881,                0.29894,                0.83951,              0.0013466,              0.0013466,              0.0013466
                    167,                0.63895,                0.37578,                0.92899,                0.99673,                      1,                  0.995,                0.90195,                0.48087,                0.30425,                0.84916,              0.0013426,              0.0013426,              0.0013426
                    168,                0.62935,                0.39054,                0.92414,                0.99683,                      1,                  0.995,                0.92551,                0.44535,                   0.31,                0.83841,              0.0013387,              0.0013387,              0.0013387
                    169,                0.70284,                0.41397,                0.94679,                0.99607,                      1,                  0.995,                0.89285,                 0.5085,                0.33087,                 0.8494,              0.0013347,              0.0013347,              0.0013347
                    170,                 0.7205,                0.39907,                0.95229,                0.99528,                      1,                  0.995,                0.89713,                0.49516,                0.31954,                0.84207,              0.0013308,              0.0013308,              0.0013308
                    171,                0.71962,                0.39536,                0.93957,                0.99628,                      1,                  0.995,                0.85269,                0.57011,                0.31158,                0.87175,              0.0013268,              0.0013268,              0.0013268
                    172,                0.61466,                0.36431,                0.88621,                 0.9966,                      1,                  0.995,                 0.8319,                 0.6518,                0.33491,                 0.9081,              0.0013228,              0.0013228,              0.0013228
                    173,                0.70638,                0.39151,                0.92917,                0.99648,                      1,                  0.995,                0.88383,                0.52243,                0.31154,                 0.8621,              0.0013189,              0.0013189,              0.0013189
                    174,                0.65926,                0.40377,                0.94564,                0.99648,                      1,                  0.995,                0.88383,                0.52243,                0.31154,                 0.8621,              0.0013149,              0.0013149,              0.0013149
                    175,                0.64418,                0.35681,                  0.878,                0.99619,                      1,                  0.995,                0.92327,                0.44662,                0.30902,                0.84074,               0.001311,               0.001311,               0.001311
                    176,                0.59447,                0.39997,                 0.9491,                0.99626,                      1,                  0.995,                0.94054,                  0.445,                0.29284,                0.83767,               0.001307,               0.001307,               0.001307
                    177,                0.60107,                0.36748,                0.89298,                0.99658,                      1,                  0.995,                0.89993,                0.51031,                 0.3063,                0.85896,               0.001303,               0.001303,               0.001303
                    178,                0.61894,                0.36557,                0.91063,                0.99651,                      1,                  0.995,                0.91062,                0.49263,                0.30882,                0.85496,              0.0012991,              0.0012991,              0.0012991
                    179,                0.61632,                 0.3635,                0.90303,                0.99654,                      1,                  0.995,                 0.9257,                0.44452,                0.29644,                0.84063,              0.0012951,              0.0012951,              0.0012951
                    180,                0.62004,                 0.3586,                0.90749,                0.99631,                      1,                  0.995,                0.94477,                0.43114,                0.29144,                0.83569,              0.0012912,              0.0012912,              0.0012912
                    181,                0.64823,                0.38166,                0.90848,                0.99574,                      1,                  0.995,                0.90543,                0.47827,                0.31204,                0.85236,              0.0012872,              0.0012872,              0.0012872
                    182,                0.61785,                0.38555,                0.91038,                0.99574,                      1,                  0.995,                0.90543,                0.47827,                0.31204,                0.85236,              0.0012832,              0.0012832,              0.0012832
                    183,                0.59832,                0.35609,                0.91209,                0.99501,                      1,                  0.995,                0.89782,                0.50265,                 0.3095,                0.86345,              0.0012793,              0.0012793,              0.0012793
                    184,                0.63953,                  0.379,                0.90095,                0.99469,                      1,                  0.995,                0.92307,                0.43897,                0.27768,                0.84089,              0.0012753,              0.0012753,              0.0012753
                    185,                 0.5867,                 0.3487,                0.89756,                0.99578,                      1,                  0.995,                0.93763,                0.39106,                0.26314,                0.82702,              0.0012714,              0.0012714,              0.0012714
                    186,                0.66209,                0.40187,                0.91008,                0.99638,                      1,                  0.995,                 0.9267,                0.43605,                0.28234,                0.83618,              0.0012674,              0.0012674,              0.0012674
                    187,                0.62614,                0.38369,                0.89258,                0.99708,                      1,                  0.995,                0.90749,                0.50155,                0.30414,                0.85349,              0.0012634,              0.0012634,              0.0012634
                    188,                0.59089,                0.35799,                0.90133,                0.99713,                      1,                  0.995,                0.91718,                0.43706,                0.30702,                0.83732,              0.0012595,              0.0012595,              0.0012595
                    189,                0.65955,                0.37681,                0.94237,                0.99723,                      1,                  0.995,                 0.9237,                0.42869,                0.28804,                0.84009,              0.0012555,              0.0012555,              0.0012555
                    190,                0.63405,                0.37384,                 0.8956,                0.99723,                      1,                  0.995,                 0.9237,                0.42869,                0.28804,                0.84009,              0.0012516,              0.0012516,              0.0012516
                    191,                0.59677,                0.37058,                0.89062,                0.99726,                      1,                  0.995,                0.93002,                0.41196,                0.29066,                0.83704,              0.0012476,              0.0012476,              0.0012476
                    192,                0.62122,                0.37037,                0.90235,                0.99733,                      1,                  0.995,                0.92426,                0.46357,                0.29232,                0.84541,              0.0012436,              0.0012436,              0.0012436
                    193,                 0.6145,                0.37004,                0.91076,                0.99735,                      1,                  0.995,                 0.9447,                0.44641,                0.27776,                0.84797,              0.0012397,              0.0012397,              0.0012397
                    194,                0.65546,                0.38895,                0.95835,                0.99727,                      1,                  0.995,                0.94308,                0.41883,                0.28029,                  0.835,              0.0012357,              0.0012357,              0.0012357
                    195,                0.60664,                0.35363,                0.90452,                0.99717,                      1,                  0.995,                0.92254,                0.44558,                0.28508,                 0.8341,              0.0012318,              0.0012318,              0.0012318
                    196,                0.63998,                0.38466,                0.91247,                 0.9972,                      1,                  0.995,                0.92367,                0.41448,                0.27674,                0.83335,              0.0012278,              0.0012278,              0.0012278
                    197,                0.60496,                  0.364,                0.90106,                0.99724,                      1,                  0.995,                0.91718,                0.40854,                0.27913,                0.83589,              0.0012238,              0.0012238,              0.0012238
                    198,                0.65557,                 0.4137,                0.95448,                0.99724,                      1,                  0.995,                0.91718,                0.40854,                0.27913,                0.83589,              0.0012199,              0.0012199,              0.0012199
                    199,                0.61978,                0.36235,                0.89435,                0.99715,                      1,                  0.995,                0.91754,                0.41212,                0.26656,                 0.8398,              0.0012159,              0.0012159,              0.0012159
                    200,                0.59126,                0.35475,                0.88298,                0.99701,                      1,                  0.995,                0.91964,                 0.4189,                0.26034,                0.83845,               0.001212,               0.001212,               0.001212
                    201,                0.63582,                0.37451,                0.91684,                0.99694,                      1,                  0.995,                0.92343,                0.40905,                0.26044,                0.83206,               0.001208,               0.001208,               0.001208
                    202,                0.64636,                0.38012,                0.90539,                0.99702,                      1,                  0.995,                0.92549,                0.42734,                0.27896,                0.83316,               0.001204,               0.001204,               0.001204
                    203,                0.58663,                0.36378,                0.88776,                0.99701,                      1,                  0.995,                0.92072,                0.42193,                 0.2836,                0.82894,              0.0012001,              0.0012001,              0.0012001
                    204,                0.60327,                0.36206,                0.91185,                0.99716,                      1,                  0.995,                0.92422,                0.41675,                0.27703,                0.82713,              0.0011961,              0.0011961,              0.0011961
                    205,                0.59869,                 0.3648,                0.89633,                0.99686,                      1,                  0.995,                0.93473,                0.40972,                0.28347,                 0.8312,              0.0011922,              0.0011922,              0.0011922
                    206,                0.59918,                 0.3709,                0.89549,                0.99686,                      1,                  0.995,                0.93473,                0.40972,                0.28347,                 0.8312,              0.0011882,              0.0011882,              0.0011882
                    207,                0.56493,                0.35445,                0.87216,                0.99638,                      1,                  0.995,                 0.9149,                 0.4388,                0.27618,                 0.8416,              0.0011842,              0.0011842,              0.0011842
                    208,                0.58843,                0.34536,                0.88787,                0.99565,                      1,                  0.995,                0.92524,                0.39502,                0.26797,                0.82797,              0.0011803,              0.0011803,              0.0011803
                    209,                0.61192,                 0.3672,                0.90032,                0.99563,                      1,                  0.995,                0.95465,                0.35516,                0.24723,                 0.8182,              0.0011763,              0.0011763,              0.0011763
                    210,                0.60146,                0.38904,                0.90656,                0.99596,                      1,                  0.995,                0.92914,                0.37829,                0.25663,                0.82244,              0.0011724,              0.0011724,              0.0011724
                    211,                 0.5591,                0.34292,                0.88506,                0.99666,                      1,                  0.995,                  0.927,                 0.4296,                0.25342,                0.83411,              0.0011684,              0.0011684,              0.0011684
                    212,                0.54962,                0.33897,                0.89857,                0.99727,                      1,                  0.995,                0.94317,                0.42398,                0.27066,                0.83607,              0.0011644,              0.0011644,              0.0011644
                    213,                0.52898,                0.32736,                0.87716,                0.99733,                      1,                  0.995,                0.94214,                0.40608,                 0.2601,                0.83474,              0.0011605,              0.0011605,              0.0011605
                    214,                0.57955,                0.35546,                0.87616,                0.99733,                      1,                  0.995,                0.94214,                0.40608,                 0.2601,                0.83474,              0.0011565,              0.0011565,              0.0011565
                    215,                0.57493,                0.35209,                0.90509,                0.99743,                      1,                  0.995,                0.94557,                0.40405,                0.25616,                 0.8365,              0.0011526,              0.0011526,              0.0011526
                    216,                0.56564,                 0.3591,                0.89418,                0.99738,                      1,                  0.995,                0.92842,                0.40337,                0.26586,                0.83692,              0.0011486,              0.0011486,              0.0011486
                    217,                0.56509,                0.33992,                0.89786,                 0.9974,                      1,                  0.995,                 0.9172,                0.45794,                0.25867,                0.84231,              0.0011446,              0.0011446,              0.0011446
                    218,                0.60366,                0.37785,                0.92088,                0.99735,                      1,                  0.995,                0.91449,                0.44532,                0.26107,                0.83648,              0.0011407,              0.0011407,              0.0011407
                    219,                0.55969,                0.34748,                0.87567,                 0.9973,                      1,                  0.995,                0.92385,                0.40399,                0.25831,                0.82309,              0.0011367,              0.0011367,              0.0011367
                    220,                0.60797,                0.37393,                0.87483,                0.99724,                      1,                  0.995,                0.94235,                0.36904,                 0.2532,                0.81896,              0.0011328,              0.0011328,              0.0011328
                    221,                0.57666,                0.37534,                0.87648,                0.99729,                      1,                  0.995,                0.94439,                0.37989,                0.25306,                0.81852,              0.0011288,              0.0011288,              0.0011288
                    222,                0.66573,                0.39265,                0.95443,                0.99729,                      1,                  0.995,                0.94439,                0.37989,                0.25306,                0.81852,              0.0011248,              0.0011248,              0.0011248
                    223,                0.56715,                0.34019,                0.86968,                0.99734,                      1,                  0.995,                0.94044,                0.38078,                0.25372,                0.81959,              0.0011209,              0.0011209,              0.0011209
                    224,                  0.542,                0.33772,                0.90558,                0.99734,                      1,                  0.995,                0.94412,                0.37901,                0.25493,                0.82153,              0.0011169,              0.0011169,              0.0011169
                    225,                0.53785,                0.34387,                0.87042,                0.99739,                      1,                  0.995,                0.96652,                0.36857,                0.26311,                0.81979,               0.001113,               0.001113,               0.001113
                    226,                0.59553,                0.37417,                0.94457,                0.99735,                      1,                  0.995,                0.96088,                   0.39,                0.26527,                0.82209,               0.001109,               0.001109,               0.001109
                    227,                0.59217,                0.35503,                0.88868,                0.99739,                      1,                  0.995,                0.94485,                0.37635,                0.25558,                0.82185,               0.001105,               0.001105,               0.001105
                    228,                0.57003,                0.35352,                0.87648,                0.99738,                      1,                  0.995,                0.92939,                0.40334,                0.25202,                 0.8323,              0.0011011,              0.0011011,              0.0011011
                    229,                0.54996,                0.33728,                0.87616,                0.99742,                      1,                  0.995,                0.91784,                0.42404,                 0.2633,                0.83776,              0.0010971,              0.0010971,              0.0010971
                    230,                 0.5621,                0.36665,                0.89114,                0.99742,                      1,                  0.995,                0.91784,                0.42404,                 0.2633,                0.83776,              0.0010932,              0.0010932,              0.0010932
                    231,                0.55186,                0.34334,                 0.8881,                0.99741,                      1,                  0.995,                0.93305,                0.40019,                0.26653,                0.82977,              0.0010892,              0.0010892,              0.0010892
                    232,                0.51779,                0.32867,                0.86309,                0.99738,                      1,                  0.995,                0.94284,                0.36406,                0.25004,                0.82109,              0.0010852,              0.0010852,              0.0010852
                    233,                0.55708,                0.34837,                0.87274,                0.99733,                      1,                  0.995,                0.96328,                0.35392,                0.23338,                0.82794,              0.0010813,              0.0010813,              0.0010813
                    234,                0.56405,                0.34917,                0.88723,                0.99733,                      1,                  0.995,                0.94856,                0.39128,                0.24931,                0.83893,              0.0010773,              0.0010773,              0.0010773
                    235,                0.54606,                 0.3322,                0.89168,                 0.9974,                      1,                  0.995,                0.95833,                 0.3668,                0.23241,                0.82798,              0.0010734,              0.0010734,              0.0010734
                    236,                0.58623,                0.35789,                0.89594,                0.99737,                      1,                  0.995,                0.95947,                0.34877,                0.24647,                 0.8175,              0.0010694,              0.0010694,              0.0010694
                    237,                0.57912,                0.39114,                0.91095,                0.99737,                      1,                  0.995,                0.94402,                0.37539,                0.24987,                0.82438,              0.0010654,              0.0010654,              0.0010654
                    238,                0.53738,                 0.3442,                0.88861,                0.99737,                      1,                  0.995,                0.94402,                0.37539,                0.24987,                0.82438,              0.0010615,              0.0010615,              0.0010615
                    239,                0.51737,                0.33316,                0.86866,                 0.9974,                      1,                  0.995,                0.92634,                 0.3808,                 0.2429,                0.83214,              0.0010575,              0.0010575,              0.0010575
                    240,                 0.5505,                0.35056,                0.89278,                0.99736,                      1,                  0.995,                0.92572,                0.37468,                0.24273,                 0.8303,              0.0010536,              0.0010536,              0.0010536
                    241,                0.53128,                0.32676,                0.86838,                0.99739,                      1,                  0.995,                0.92623,                0.36275,                0.24661,                0.81877,              0.0010496,              0.0010496,              0.0010496
                    242,                0.57882,                0.36186,                0.92627,                0.99737,                      1,                  0.995,                0.94331,                0.34665,                0.23934,                0.81382,              0.0010456,              0.0010456,              0.0010456
                    243,                0.53752,                0.32326,                0.88551,                0.99737,                      1,                  0.995,                0.96186,                0.30277,                0.22531,                0.80993,              0.0010417,              0.0010417,              0.0010417
                    244,                0.53673,                0.34029,                0.88572,                0.99738,                      1,                  0.995,                0.96313,                0.33395,                0.23122,                0.81666,              0.0010377,              0.0010377,              0.0010377
                    245,                 0.5966,                 0.3869,                0.95009,                 0.9974,                      1,                  0.995,                0.95218,                0.33036,                0.23835,                0.81648,              0.0010338,              0.0010338,              0.0010338
                    246,                0.53835,                0.33222,                0.87028,                 0.9974,                      1,                  0.995,                0.95218,                0.33036,                0.23835,                0.81648,              0.0010298,              0.0010298,              0.0010298
                    247,                0.55786,                0.35081,                0.90694,                0.99734,                      1,                  0.995,                0.92783,                0.39593,                0.25476,                0.82784,              0.0010258,              0.0010258,              0.0010258
                    248,                0.56013,                0.34915,                0.91196,                0.99733,                      1,                  0.995,                0.92064,                0.42523,                0.26549,                0.83365,              0.0010219,              0.0010219,              0.0010219
                    249,                0.53609,                0.33977,                0.87495,                0.99731,                      1,                  0.995,                0.92765,                0.41537,                0.26257,                0.83486,              0.0010179,              0.0010179,              0.0010179
                    250,                 0.5491,                0.33929,                0.87101,                0.99736,                      1,                  0.995,                0.93174,                0.43371,                0.26735,                0.84191,               0.001014,               0.001014,               0.001014
                    251,                0.53993,                0.34965,                0.88364,                0.99736,                      1,                  0.995,                0.93966,                0.41909,                 0.2648,                0.83967,                0.00101,                0.00101,                0.00101
                    252,                0.54983,                0.33654,                0.90699,                0.99736,                      1,                  0.995,                0.92256,                0.41245,                0.28996,                0.83474,               0.001006,               0.001006,               0.001006
                    253,                0.56095,                 0.3414,                0.87977,                0.99736,                      1,                  0.995,                 0.9213,                0.38411,                0.25933,                0.82624,              0.0010021,              0.0010021,              0.0010021
                    254,                0.54042,                0.35509,                0.88766,                0.99736,                      1,                  0.995,                 0.9213,                0.38411,                0.25933,                0.82624,             0.00099812,             0.00099812,             0.00099812
                    255,                0.53117,                0.32926,                 0.8854,                0.99739,                      1,                  0.995,                0.94847,                0.34219,                0.24333,                0.81777,             0.00099416,             0.00099416,             0.00099416
                    256,                 0.5114,                0.32527,                0.87017,                0.99736,                      1,                  0.995,                 0.9498,                0.33467,                0.23517,                0.81404,              0.0009902,              0.0009902,              0.0009902
                    257,                0.55886,                0.33672,                0.87448,                0.99735,                      1,                  0.995,                0.93918,                0.31788,                0.24863,                0.81144,             0.00098624,             0.00098624,             0.00098624
                    258,                0.50256,                 0.3308,                 0.8872,                0.99738,                      1,                  0.995,                0.95116,                0.31727,                0.24802,                0.81138,             0.00098228,             0.00098228,             0.00098228
                    259,                0.52348,                0.33715,                0.88306,                0.99736,                      1,                  0.995,                 0.9725,                0.31341,                0.24981,                0.81591,             0.00097832,             0.00097832,             0.00097832
                    260,                0.48896,                0.32057,                0.84998,                0.99731,                      1,                  0.995,                0.95144,                0.33984,                 0.2433,                0.82233,             0.00097436,             0.00097436,             0.00097436
                    261,                0.51341,                0.32731,                0.86394,                0.99703,                      1,                  0.995,                0.92288,                 0.3687,                 0.2496,                0.82263,              0.0009704,              0.0009704,              0.0009704
                    262,                0.47717,                0.31639,                0.85094,                0.99703,                      1,                  0.995,                0.92288,                 0.3687,                 0.2496,                0.82263,             0.00096644,             0.00096644,             0.00096644
                    263,                0.50579,                0.33417,                0.86593,                0.99726,                      1,                  0.995,                0.94136,                0.35359,                0.26215,                0.81595,             0.00096248,             0.00096248,             0.00096248
                    264,                  0.516,                0.32105,                0.86615,                0.99733,                      1,                  0.995,                0.93518,                0.34344,                0.26287,                0.81379,             0.00095852,             0.00095852,             0.00095852
                    265,                0.48587,                0.32876,                0.89093,                0.99734,                      1,                  0.995,                 0.9449,                0.35969,                 0.2585,                0.81668,             0.00095456,             0.00095456,             0.00095456
                    266,                0.53326,                0.32849,                0.85338,                0.99733,                      1,                  0.995,                0.93362,                 0.3529,                 0.2463,                0.81524,              0.0009506,              0.0009506,              0.0009506
                    267,                0.52519,                0.34828,                0.92292,                0.99734,                      1,                  0.995,                0.94565,                0.34013,                0.23238,                0.81175,             0.00094664,             0.00094664,             0.00094664
                    268,                0.53018,                0.32772,                0.85861,                0.99733,                      1,                  0.995,                0.95481,                0.30943,                 0.2269,                0.80841,             0.00094268,             0.00094268,             0.00094268
                    269,                0.50345,                0.33109,                 0.8789,                0.99734,                      1,                  0.995,                0.95907,                0.31353,                0.23009,                0.81072,             0.00093872,             0.00093872,             0.00093872
                    270,                0.50826,                 0.3515,                0.90691,                0.99734,                      1,                  0.995,                0.95907,                0.31353,                0.23009,                0.81072,             0.00093476,             0.00093476,             0.00093476
                    271,                0.48345,                0.32808,                0.89549,                0.99727,                      1,                  0.995,                0.93026,                0.36159,                0.25564,                0.81845,              0.0009308,              0.0009308,              0.0009308
                    272,                0.56151,                0.37484,                0.91185,                0.99719,                      1,                  0.995,                0.93259,                0.35199,                0.24976,                  0.815,             0.00092684,             0.00092684,             0.00092684
                    273,                0.49326,                0.32233,                0.88244,                0.99726,                      1,                  0.995,                0.96034,                0.32116,                0.24962,                0.81134,             0.00092288,             0.00092288,             0.00092288
                    274,                0.56574,                0.36299,                0.93037,                0.99726,                      1,                  0.995,                0.95784,                0.32845,                0.24775,                0.81209,             0.00091892,             0.00091892,             0.00091892
                    275,                0.50039,                0.32217,                0.87749,                0.99724,                      1,                  0.995,                0.94207,                0.34413,                0.25611,                0.81569,             0.00091496,             0.00091496,             0.00091496
                    276,                0.50619,                0.32614,                0.86166,                0.99728,                      1,                  0.995,                0.98564,                0.31124,                 0.2457,                0.81183,               0.000911,               0.000911,               0.000911
                    277,                0.53104,                0.34078,                0.89155,                 0.9973,                      1,                  0.995,                0.95356,                0.34072,                0.26417,                0.81419,             0.00090704,             0.00090704,             0.00090704
                    278,                0.55088,                0.33017,                0.86995,                 0.9973,                      1,                  0.995,                0.95356,                0.34072,                0.26417,                0.81419,             0.00090308,             0.00090308,             0.00090308
                    279,                0.54989,                0.34997,                 0.8864,                0.99733,                      1,                  0.995,                  0.974,                0.35008,                0.26894,                0.81583,             0.00089912,             0.00089912,             0.00089912
                    280,                0.52186,                0.33014,                0.87202,                0.99737,                      1,                  0.995,                0.94327,                0.36559,                0.25716,                0.81882,             0.00089516,             0.00089516,             0.00089516
                    281,                0.49508,                0.31854,                0.86928,                0.99735,                      1,                  0.995,                 0.9263,                0.36623,                0.25293,                0.82048,              0.0008912,              0.0008912,              0.0008912
                    282,                0.51893,                0.33589,                0.89238,                0.99732,                      1,                  0.995,                 0.9303,                0.34317,                 0.2553,                0.81674,             0.00088724,             0.00088724,             0.00088724
                    283,                 0.5399,                0.32601,                0.87008,                0.99734,                      1,                  0.995,                 0.9441,                 0.3416,                0.24219,                0.81535,             0.00088328,             0.00088328,             0.00088328
                    284,                0.52053,                0.32804,                0.87998,                0.99728,                      1,                  0.995,                0.95275,                0.34645,                0.23899,                 0.8154,             0.00087932,             0.00087932,             0.00087932
                    285,                0.50498,                0.33174,                0.86634,                0.99716,                      1,                  0.995,                0.94489,                0.35003,                0.24094,                0.81647,             0.00087536,             0.00087536,             0.00087536
                    286,                0.52145,                0.32766,                0.85537,                0.99716,                      1,                  0.995,                0.94489,                0.35003,                0.24094,                0.81647,              0.0008714,              0.0008714,              0.0008714
                    287,                0.53089,                0.32849,                0.86345,                0.99727,                      1,                  0.995,                0.96372,                0.33232,                 0.2409,                0.81191,             0.00086744,             0.00086744,             0.00086744
                    288,                0.48571,                0.30661,                0.86228,                0.99735,                      1,                  0.995,                0.94954,                0.33528,                  0.254,                0.81123,             0.00086348,             0.00086348,             0.00086348
                    289,                0.52262,                0.32668,                 0.8735,                0.99735,                      1,                  0.995,                0.94863,                0.31849,                0.23167,                0.80728,             0.00085952,             0.00085952,             0.00085952
                    290,                0.47551,                0.30931,                0.86481,                0.99738,                      1,                  0.995,                0.96012,                0.31546,                0.23956,                0.80576,             0.00085556,             0.00085556,             0.00085556
                    291,                 0.5038,                0.36099,                0.89438,                0.99746,                      1,                  0.995,                0.96517,                0.34956,                 0.2368,                0.81304,              0.0008516,              0.0008516,              0.0008516
                    292,                0.47781,                0.31605,                0.85609,                0.99747,                      1,                  0.995,                0.94947,                 0.3513,                0.22766,                0.81539,             0.00084764,             0.00084764,             0.00084764
                    293,                0.48443,                 0.3064,                 0.8513,                 0.9974,                      1,                  0.995,                0.94599,                0.34562,                0.23247,                0.81599,             0.00084368,             0.00084368,             0.00084368
                    294,                0.49268,                0.33073,                0.85752,                 0.9974,                      1,                  0.995,                0.94599,                0.34562,                0.23247,                0.81599,             0.00083972,             0.00083972,             0.00083972
                    295,                0.46794,                0.30011,                0.84232,                0.99708,                      1,                  0.995,                 0.9501,                0.33976,                0.23803,                0.81595,             0.00083576,             0.00083576,             0.00083576
                    296,                0.47518,                 0.2982,                0.84568,                0.99699,                      1,                  0.995,                0.96026,                0.32294,                0.23213,                0.81116,              0.0008318,              0.0008318,              0.0008318
                    297,                0.54077,                0.35388,                0.90135,                0.99682,                      1,                  0.995,                0.97536,                 0.3545,                0.23805,                0.81614,             0.00082784,             0.00082784,             0.00082784
                    298,                0.49389,                0.33168,                0.90682,                0.99657,                      1,                  0.995,                0.94854,                0.37443,                0.23295,                0.82113,             0.00082388,             0.00082388,             0.00082388
                    299,                0.46697,                0.30855,                0.84662,                0.99667,                      1,                  0.995,                0.94894,                0.36724,                0.22301,                0.82037,             0.00081992,             0.00081992,             0.00081992
                    300,                 0.4816,                0.35756,                0.86661,                0.99696,                      1,                  0.995,                0.94846,                0.36741,                0.22436,                0.82066,             0.00081596,             0.00081596,             0.00081596
                    301,                0.48573,                0.30459,                0.85986,                0.99728,                      1,                  0.995,                0.96195,                  0.308,                0.21256,                0.81005,               0.000812,               0.000812,               0.000812
                    302,                  0.483,                0.29966,                0.89228,                0.99728,                      1,                  0.995,                0.96195,                  0.308,                0.21256,                0.81005,             0.00080804,             0.00080804,             0.00080804
                    303,                0.53322,                0.32484,                0.90744,                0.99738,                      1,                  0.995,                0.98455,                0.30486,                0.21644,                 0.8114,             0.00080408,             0.00080408,             0.00080408
                    304,                0.46331,                 0.3066,                0.85378,                0.99739,                      1,                  0.995,                0.96155,                0.32572,                0.22419,                0.81528,             0.00080012,             0.00080012,             0.00080012
                    305,                0.45708,                0.30063,                 0.8524,                0.99741,                      1,                  0.995,                0.97038,                0.30743,                0.22475,                0.81244,             0.00079616,             0.00079616,             0.00079616
                    306,                0.49193,                0.31324,                0.85908,                 0.9974,                      1,                  0.995,                0.98399,                0.29574,                0.22165,                0.80802,              0.0007922,              0.0007922,              0.0007922
                    307,                0.44237,                0.28901,                0.83309,                 0.9974,                      1,                  0.995,                 0.9759,                 0.3146,                0.23432,                0.80714,             0.00078824,             0.00078824,             0.00078824
                    308,                0.51822,                0.32793,                0.85935,                0.99746,                      1,                  0.995,                0.97735,                0.31185,                 0.2442,                 0.8062,             0.00078428,             0.00078428,             0.00078428
                    309,                0.47575,                0.31959,                0.87282,                 0.9974,                      1,                  0.995,                0.96727,                0.32706,                0.24784,                0.80877,             0.00078032,             0.00078032,             0.00078032
                    310,                0.49585,                0.33221,                0.88797,                 0.9974,                      1,                  0.995,                0.96727,                0.32706,                0.24784,                0.80877,             0.00077636,             0.00077636,             0.00077636
                    311,                0.45955,                0.29807,                0.85288,                0.99739,                      1,                  0.995,                 0.9639,                0.33771,                0.23552,                 0.8124,              0.0007724,              0.0007724,              0.0007724
                    312,                0.48723,                0.30459,                0.86505,                      1,                      1,                  0.995,                0.96499,                0.33474,                0.23958,                0.81133,             0.00076844,             0.00076844,             0.00076844
                    313,                0.49247,                0.30187,                0.86018,                0.99737,                      1,                  0.995,                0.96772,                0.34344,                 0.2361,                0.80998,             0.00076448,             0.00076448,             0.00076448
                    314,                0.47556,                0.30254,                0.86586,                0.99744,                      1,                  0.995,                0.94496,                0.32174,                0.22763,                0.80594,             0.00076052,             0.00076052,             0.00076052
                    315,                0.49754,                0.31623,                  0.882,                0.99745,                      1,                  0.995,                0.94848,                0.34966,                0.22407,                0.81334,             0.00075656,             0.00075656,             0.00075656
                    316,                0.47858,                0.31027,                0.87225,                0.99739,                      1,                  0.995,                0.94853,                0.34907,                0.22611,                0.81576,              0.0007526,              0.0007526,              0.0007526
                    317,                0.50989,                0.33177,                0.88107,                0.99739,                      1,                  0.995,                0.97023,                 0.3036,                0.22045,                0.80919,             0.00074864,             0.00074864,             0.00074864
                    318,                0.45062,                0.31147,                0.86432,                0.99739,                      1,                  0.995,                0.97023,                 0.3036,                0.22045,                0.80919,             0.00074468,             0.00074468,             0.00074468
                    319,                0.49954,                0.30639,                0.87398,                 0.9974,                      1,                  0.995,                0.97377,                0.25941,                0.20444,                0.80054,             0.00074072,             0.00074072,             0.00074072
                    320,                0.48071,                0.29375,                0.84591,                0.99745,                      1,                  0.995,                0.97202,                0.25057,                0.19951,                0.79885,             0.00073676,             0.00073676,             0.00073676
                    321,                0.48557,                0.33484,                0.91188,                0.99744,                      1,                  0.995,                0.95542,                0.26712,                0.20392,                0.80159,              0.0007328,              0.0007328,              0.0007328
                    322,                0.48527,                0.30782,                0.85015,                0.99745,                      1,                  0.995,                0.95418,                0.31159,                0.22009,                0.81031,             0.00072884,             0.00072884,             0.00072884
