                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.60005,                0.39089,                0.92185,                0.99249,                      1,                  0.995,                 0.6836,                 1.1086,                0.49342,                 1.1493,               0.001406,               0.001406,               0.001406
                    152,                0.67759,                 0.4002,                 0.8964,                0.99249,                      1,                  0.995,                 0.6836,                 1.1086,                0.49342,                 1.1493,               0.001402,               0.001402,               0.001402
                    153,                0.67219,                0.39805,                0.91111,                0.95346,                      1,                  0.995,                0.68405,                 1.0287,                0.50032,                  1.141,              0.0013981,              0.0013981,              0.0013981
                    154,                0.59721,                0.37627,                0.88531,                0.95346,                      1,                  0.995,                0.68405,                 1.0287,                0.50032,                  1.141,              0.0013941,              0.0013941,              0.0013941
                    155,                0.59937,                 0.3917,                0.90285,                0.95346,                      1,                  0.995,                0.68405,                 1.0287,                0.50032,                  1.141,              0.0013902,              0.0013902,              0.0013902
                    156,                0.59527,                0.39215,                0.89408,                0.97518,                      1,                  0.995,                0.69805,                 1.0273,                0.44672,                 1.1583,              0.0013862,              0.0013862,              0.0013862
                    157,                0.60143,                0.37185,                0.90505,                0.97518,                      1,                  0.995,                0.69805,                 1.0273,                0.44672,                 1.1583,              0.0013822,              0.0013822,              0.0013822
                    158,                0.57856,                0.38129,                0.85841,                0.97518,                      1,                  0.995,                0.69805,                 1.0273,                0.44672,                 1.1583,              0.0013783,              0.0013783,              0.0013783
                    159,                0.60546,                0.37741,                0.93357,                0.99657,                      1,                  0.995,                0.72363,                 1.0383,                0.46593,                 1.1256,              0.0013743,              0.0013743,              0.0013743
                    160,                0.64348,                0.38819,                0.93407,                0.99657,                      1,                  0.995,                0.72363,                 1.0383,                0.46593,                 1.1256,              0.0013704,              0.0013704,              0.0013704
                    161,                 0.6268,                0.41004,                 0.8755,                0.99674,                      1,                  0.995,                0.74171,                0.96304,                0.44363,                 1.0598,              0.0013664,              0.0013664,              0.0013664
                    162,                0.56876,                0.38725,                0.87507,                0.99674,                      1,                  0.995,                0.74171,                0.96304,                0.44363,                 1.0598,              0.0013624,              0.0013624,              0.0013624
                    163,                0.58097,                0.36894,                 0.8851,                0.99674,                      1,                  0.995,                0.74171,                0.96304,                0.44363,                 1.0598,              0.0013585,              0.0013585,              0.0013585
                    164,                0.57337,                0.36234,                0.85568,                0.99635,                      1,                  0.995,                0.74601,                0.96081,                 0.4675,                  1.048,              0.0013545,              0.0013545,              0.0013545
                    165,                0.61657,                0.40052,                0.87072,                0.99635,                      1,                  0.995,                0.74601,                0.96081,                 0.4675,                  1.048,              0.0013506,              0.0013506,              0.0013506
                    166,                0.76246,                0.48274,                 1.0013,                0.99635,                      1,                  0.995,                0.74601,                0.96081,                 0.4675,                  1.048,              0.0013466,              0.0013466,              0.0013466
                    167,                0.59965,                0.35471,                0.87637,                0.99609,                      1,                  0.995,                0.73428,                0.97213,                0.44296,                 1.0692,              0.0013426,              0.0013426,              0.0013426
                    168,                0.55515,                0.35737,                0.85219,                0.99609,                      1,                  0.995,                0.73428,                0.97213,                0.44296,                 1.0692,              0.0013387,              0.0013387,              0.0013387
                    169,                 0.6291,                0.37043,                0.86354,                0.99584,                      1,                  0.995,                0.71966,                 1.0082,                0.46608,                 1.0899,              0.0013347,              0.0013347,              0.0013347
                    170,                0.60823,                0.39297,                0.89265,                0.99584,                      1,                  0.995,                0.71966,                 1.0082,                0.46608,                 1.0899,              0.0013308,              0.0013308,              0.0013308
                    171,                0.65182,                0.38945,                0.89302,                0.99584,                      1,                  0.995,                0.71966,                 1.0082,                0.46608,                 1.0899,              0.0013268,              0.0013268,              0.0013268
                    172,                0.61075,                0.42441,                0.91007,                0.99578,                      1,                  0.995,                0.70164,                0.99897,                 0.4619,                 1.0998,              0.0013228,              0.0013228,              0.0013228
                    173,                0.59249,                0.36817,                 0.9301,                0.99578,                      1,                  0.995,                0.70164,                0.99897,                 0.4619,                 1.0998,              0.0013189,              0.0013189,              0.0013189
                    174,                0.63577,                0.38545,                0.93515,                0.99578,                      1,                  0.995,                0.70164,                0.99897,                 0.4619,                 1.0998,              0.0013149,              0.0013149,              0.0013149
                    175,                0.57208,                0.34029,                0.89522,                0.99642,                      1,                  0.995,                0.68824,                 1.0368,                0.48454,                   1.12,               0.001311,               0.001311,               0.001311
                    176,                0.53855,                 0.3467,                0.86783,                0.99642,                      1,                  0.995,                0.68824,                 1.0368,                0.48454,                   1.12,               0.001307,               0.001307,               0.001307
                    177,                 0.6254,                0.38664,                0.91641,                0.99708,                      1,                  0.995,                0.71391,                0.99517,                0.45982,                 1.1082,               0.001303,               0.001303,               0.001303
                    178,                 0.5924,                0.36819,                0.88982,                0.99708,                      1,                  0.995,                0.71391,                0.99517,                0.45982,                 1.1082,              0.0012991,              0.0012991,              0.0012991
                    179,                0.59433,                0.40207,                0.85474,                0.99708,                      1,                  0.995,                0.71391,                0.99517,                0.45982,                 1.1082,              0.0012951,              0.0012951,              0.0012951
                    180,                0.69981,                0.53384,                0.89255,                0.99711,                      1,                  0.995,                0.73542,                0.97421,                0.44019,                 1.0774,              0.0012912,              0.0012912,              0.0012912
                    181,                0.54957,                0.35889,                0.84881,                0.99711,                      1,                  0.995,                0.73542,                0.97421,                0.44019,                 1.0774,              0.0012872,              0.0012872,              0.0012872
                    182,                0.58135,                0.36177,                0.87954,                0.99711,                      1,                  0.995,                0.73542,                0.97421,                0.44019,                 1.0774,              0.0012832,              0.0012832,              0.0012832
                    183,                0.64729,                0.38206,                0.89763,                0.99651,                      1,                  0.995,                 0.7124,                0.99521,                0.51112,                 1.0879,              0.0012793,              0.0012793,              0.0012793
                    184,                0.55814,                0.36678,                0.86775,                0.99651,                      1,                  0.995,                 0.7124,                0.99521,                0.51112,                 1.0879,              0.0012753,              0.0012753,              0.0012753
                    185,                0.81994,                0.48093,                 1.0773,                0.99491,                      1,                  0.995,                0.75115,                0.93559,                0.49798,                  1.081,              0.0012714,              0.0012714,              0.0012714
                    186,                0.59134,                0.36181,                0.88756,                0.99491,                      1,                  0.995,                0.75115,                0.93559,                0.49798,                  1.081,              0.0012674,              0.0012674,              0.0012674
                    187,                0.56213,                0.37551,                0.89047,                0.99491,                      1,                  0.995,                0.75115,                0.93559,                0.49798,                  1.081,              0.0012634,              0.0012634,              0.0012634
                    188,                0.52842,                 0.3534,                0.88843,                 0.9925,                      1,                  0.995,                0.73074,                0.92542,                0.45968,                 1.0759,              0.0012595,              0.0012595,              0.0012595
                    189,                0.62751,                0.37418,                0.87725,                 0.9925,                      1,                  0.995,                0.73074,                0.92542,                0.45968,                 1.0759,              0.0012555,              0.0012555,              0.0012555
                    190,                0.60757,                0.36847,                0.92186,                 0.9925,                      1,                  0.995,                0.73074,                0.92542,                0.45968,                 1.0759,              0.0012516,              0.0012516,              0.0012516
                    191,                 0.6882,                0.39191,                0.90403,                0.98975,                      1,                  0.995,                0.66688,                 1.0385,                0.48771,                 1.1248,              0.0012476,              0.0012476,              0.0012476
                    192,                0.66569,                0.43023,                 0.9117,                0.98975,                      1,                  0.995,                0.66688,                 1.0385,                0.48771,                 1.1248,              0.0012436,              0.0012436,              0.0012436
                    193,                 0.6647,                0.39254,                0.91101,                0.99213,                      1,                  0.995,                0.68777,                 1.0438,                 0.4763,                 1.1146,              0.0012397,              0.0012397,              0.0012397
                    194,                0.65484,                0.39298,                0.88715,                0.99213,                      1,                  0.995,                0.68777,                 1.0438,                 0.4763,                 1.1146,              0.0012357,              0.0012357,              0.0012357
                    195,                0.55414,                0.36444,                0.87102,                0.99213,                      1,                  0.995,                0.68777,                 1.0438,                 0.4763,                 1.1146,              0.0012318,              0.0012318,              0.0012318
                    196,                0.57824,                0.38113,                0.94173,                0.99211,                      1,                  0.995,                0.72599,                  0.942,                0.44877,                 1.0574,              0.0012278,              0.0012278,              0.0012278
                    197,                0.61804,                0.38695,                0.90067,                0.99211,                      1,                  0.995,                0.72599,                  0.942,                0.44877,                 1.0574,              0.0012238,              0.0012238,              0.0012238
                    198,                0.60284,                 0.3527,                0.91125,                0.99211,                      1,                  0.995,                0.72599,                  0.942,                0.44877,                 1.0574,              0.0012199,              0.0012199,              0.0012199
                    199,                0.57434,                0.36859,                0.85785,                 0.9937,                      1,                  0.995,                0.73213,                0.95466,                0.44251,                 1.0689,              0.0012159,              0.0012159,              0.0012159
                    200,                 0.5816,                0.36484,                0.87203,                 0.9937,                      1,                  0.995,                0.73213,                0.95466,                0.44251,                 1.0689,               0.001212,               0.001212,               0.001212
                    201,                0.58999,                0.35906,                0.89733,                0.99495,                      1,                  0.995,                0.71215,                 1.0247,                0.44469,                 1.0992,               0.001208,               0.001208,               0.001208
                    202,                0.71835,                0.37353,                0.90515,                0.99495,                      1,                  0.995,                0.71215,                 1.0247,                0.44469,                 1.0992,               0.001204,               0.001204,               0.001204
                    203,                0.57436,                 0.3579,                0.86672,                0.99495,                      1,                  0.995,                0.71215,                 1.0247,                0.44469,                 1.0992,              0.0012001,              0.0012001,              0.0012001
                    204,                 0.6044,                0.37411,                0.86065,                0.99504,                      1,                  0.995,                0.73978,                0.96953,                0.46408,                 1.0829,              0.0011961,              0.0011961,              0.0011961
                    205,                0.55617,                0.35406,                0.87654,                0.99504,                      1,                  0.995,                0.73978,                0.96953,                0.46408,                 1.0829,              0.0011922,              0.0011922,              0.0011922
                    206,                0.61326,                 0.3726,                0.85996,                0.99504,                      1,                  0.995,                0.73978,                0.96953,                0.46408,                 1.0829,              0.0011882,              0.0011882,              0.0011882
                    207,                0.60078,                0.39626,                0.89353,                0.99567,                      1,                  0.995,                0.75166,                0.92037,                0.43819,                 1.0701,              0.0011842,              0.0011842,              0.0011842
                    208,                 0.5656,                0.34474,                 0.8837,                0.99567,                      1,                  0.995,                0.75166,                0.92037,                0.43819,                 1.0701,              0.0011803,              0.0011803,              0.0011803
                    209,                0.60789,                0.36398,                0.90449,                0.99498,                      1,                  0.995,                0.71956,                 1.0294,                 0.4554,                 1.1148,              0.0011763,              0.0011763,              0.0011763
                    210,                0.61552,                0.36685,                0.90171,                0.99498,                      1,                  0.995,                0.71956,                 1.0294,                 0.4554,                 1.1148,              0.0011724,              0.0011724,              0.0011724
                    211,                0.65482,                0.37828,                0.92473,                0.99498,                      1,                  0.995,                0.71956,                 1.0294,                 0.4554,                 1.1148,              0.0011684,              0.0011684,              0.0011684
                    212,                0.85742,                0.58713,                 1.1039,                0.99371,                      1,                  0.995,                0.71293,                 1.0598,                 0.4599,                 1.1229,              0.0011644,              0.0011644,              0.0011644
                    213,                0.61309,                0.34922,                0.86461,                0.99371,                      1,                  0.995,                0.71293,                 1.0598,                 0.4599,                 1.1229,              0.0011605,              0.0011605,              0.0011605
                    214,                0.65468,                0.40291,                0.93833,                0.99371,                      1,                  0.995,                0.71293,                 1.0598,                 0.4599,                 1.1229,              0.0011565,              0.0011565,              0.0011565
                    215,                0.53803,                 0.3717,                0.88426,                0.99434,                      1,                  0.995,                0.73579,                 1.0172,                 0.4341,                 1.1108,              0.0011526,              0.0011526,              0.0011526
                    216,                0.52008,                0.38375,                0.90406,                0.99434,                      1,                  0.995,                0.73579,                 1.0172,                 0.4341,                 1.1108,              0.0011486,              0.0011486,              0.0011486
                    217,                0.50823,                0.33993,                0.83831,                0.99573,                      1,                  0.995,                0.71474,                 1.0153,                 0.4191,                 1.1145,              0.0011446,              0.0011446,              0.0011446
                    218,                0.50477,                0.31926,                 0.8455,                0.99573,                      1,                  0.995,                0.71474,                 1.0153,                 0.4191,                 1.1145,              0.0011407,              0.0011407,              0.0011407
                    219,                0.58213,                0.33948,                0.87119,                0.99573,                      1,                  0.995,                0.71474,                 1.0153,                 0.4191,                 1.1145,              0.0011367,              0.0011367,              0.0011367
                    220,                0.58519,                0.37605,                0.90301,                0.99664,                      1,                  0.995,                0.73783,                 1.0186,                0.45678,                 1.1158,              0.0011328,              0.0011328,              0.0011328
                    221,                0.56097,                0.35968,                0.85515,                0.99664,                      1,                  0.995,                0.73783,                 1.0186,                0.45678,                 1.1158,              0.0011288,              0.0011288,              0.0011288
                    222,                0.54811,                0.35254,                0.86889,                0.99664,                      1,                  0.995,                0.73783,                 1.0186,                0.45678,                 1.1158,              0.0011248,              0.0011248,              0.0011248
                    223,                0.53255,                0.33863,                0.86216,                0.99717,                      1,                  0.995,                0.72726,                 1.0662,                 0.4897,                 1.1412,              0.0011209,              0.0011209,              0.0011209
                    224,                0.53703,                0.35078,                0.84049,                0.99717,                      1,                  0.995,                0.72726,                 1.0662,                 0.4897,                 1.1412,              0.0011169,              0.0011169,              0.0011169
                    225,                0.54037,                0.34565,                0.86655,                 0.9971,                      1,                  0.995,                0.73474,                 1.0262,                0.44364,                 1.1262,               0.001113,               0.001113,               0.001113
                    226,                0.58037,                0.37863,                0.90899,                 0.9971,                      1,                  0.995,                0.73474,                 1.0262,                0.44364,                 1.1262,               0.001109,               0.001109,               0.001109
                    227,                 0.4855,                0.32414,                 0.8624,                 0.9971,                      1,                  0.995,                0.73474,                 1.0262,                0.44364,                 1.1262,               0.001105,               0.001105,               0.001105
                    228,                0.50479,                0.31966,                0.85628,                0.99644,                      1,                  0.995,                0.71343,                0.98298,                0.42304,                 1.1222,              0.0011011,              0.0011011,              0.0011011
                    229,                0.54608,                0.33317,                0.86416,                0.99644,                      1,                  0.995,                0.71343,                0.98298,                0.42304,                 1.1222,              0.0010971,              0.0010971,              0.0010971
                    230,                0.63454,                0.36989,                0.88963,                0.99644,                      1,                  0.995,                0.71343,                0.98298,                0.42304,                 1.1222,              0.0010932,              0.0010932,              0.0010932
                    231,                0.58054,                0.33377,                0.86511,                0.99612,                      1,                  0.995,                0.73399,                0.95427,                0.41677,                 1.0995,              0.0010892,              0.0010892,              0.0010892
                    232,                0.60436,                0.40296,                0.94819,                0.99612,                      1,                  0.995,                0.73399,                0.95427,                0.41677,                 1.0995,              0.0010852,              0.0010852,              0.0010852
                    233,                0.61917,                0.34704,                  0.909,                0.99531,                      1,                  0.995,                0.73838,                 0.9751,                0.44758,                 1.1124,              0.0010813,              0.0010813,              0.0010813
                    234,                0.58495,                0.35106,                  0.869,                0.99531,                      1,                  0.995,                0.73838,                 0.9751,                0.44758,                 1.1124,              0.0010773,              0.0010773,              0.0010773
                    235,                0.54285,                0.34588,                0.86116,                0.99531,                      1,                  0.995,                0.73838,                 0.9751,                0.44758,                 1.1124,              0.0010734,              0.0010734,              0.0010734
                    236,                0.54695,                 0.3427,                0.89725,                0.99525,                      1,                  0.995,                0.71855,                 1.0362,                0.47099,                 1.1479,              0.0010694,              0.0010694,              0.0010694
                    237,                 0.6028,                0.34868,                0.86973,                0.99525,                      1,                  0.995,                0.71855,                 1.0362,                0.47099,                 1.1479,              0.0010654,              0.0010654,              0.0010654
                    238,                0.59472,                0.39215,                0.86325,                0.99525,                      1,                  0.995,                0.71855,                 1.0362,                0.47099,                 1.1479,              0.0010615,              0.0010615,              0.0010615
                    239,                0.53677,                0.33309,                0.86808,                0.99294,                      1,                  0.995,                 0.7386,                0.98088,                0.45169,                 1.1138,              0.0010575,              0.0010575,              0.0010575
                    240,                0.50691,                0.32679,                0.83013,                0.99294,                      1,                  0.995,                 0.7386,                0.98088,                0.45169,                 1.1138,              0.0010536,              0.0010536,              0.0010536
                    241,                0.54361,                0.36055,                0.89495,                 0.9882,                      1,                  0.995,                0.71277,                0.98628,                0.47187,                 1.1148,              0.0010496,              0.0010496,              0.0010496
                    242,                0.48771,                0.31313,                0.86952,                 0.9882,                      1,                  0.995,                0.71277,                0.98628,                0.47187,                 1.1148,              0.0010456,              0.0010456,              0.0010456
                    243,                 0.5185,                0.32365,                0.84311,                 0.9882,                      1,                  0.995,                0.71277,                0.98628,                0.47187,                 1.1148,              0.0010417,              0.0010417,              0.0010417
                    244,                0.46817,                0.31816,                0.83749,                0.98423,                      1,                  0.995,                0.68804,                 1.0213,                0.50947,                 1.1201,              0.0010377,              0.0010377,              0.0010377
                    245,                 0.5134,                 0.3314,                0.85613,                0.98423,                      1,                  0.995,                0.68804,                 1.0213,                0.50947,                 1.1201,              0.0010338,              0.0010338,              0.0010338
                    246,                0.51537,                0.35307,                0.86909,                0.98423,                      1,                  0.995,                0.68804,                 1.0213,                0.50947,                 1.1201,              0.0010298,              0.0010298,              0.0010298
                    247,                0.58204,                0.35124,                0.90833,                0.98718,                      1,                  0.995,                0.71001,                 1.0481,                0.50608,                 1.1317,              0.0010258,              0.0010258,              0.0010258
                    248,                0.57777,                0.37516,                0.91279,                0.98718,                      1,                  0.995,                0.71001,                 1.0481,                0.50608,                 1.1317,              0.0010219,              0.0010219,              0.0010219
                    249,                0.46648,                0.32252,                 0.8685,                0.99174,                      1,                  0.995,                0.71792,                 1.0437,                 0.5035,                 1.1405,              0.0010179,              0.0010179,              0.0010179
                    250,                0.52904,                0.32762,                0.87633,                0.99174,                      1,                  0.995,                0.71792,                 1.0437,                 0.5035,                 1.1405,               0.001014,               0.001014,               0.001014
                    251,                0.46552,                0.30403,                0.83916,                0.99174,                      1,                  0.995,                0.71792,                 1.0437,                 0.5035,                 1.1405,                0.00101,                0.00101,                0.00101
                    252,                0.57279,                 0.3638,                0.89144,                0.99156,                      1,                  0.995,                 0.7397,                 1.0008,                0.47046,                 1.1319,               0.001006,               0.001006,               0.001006
                    253,                0.53145,                0.38205,                0.89307,                0.99156,                      1,                  0.995,                 0.7397,                 1.0008,                0.47046,                 1.1319,              0.0010021,              0.0010021,              0.0010021
                    254,                0.53467,                0.34452,                0.86399,                0.99156,                      1,                  0.995,                 0.7397,                 1.0008,                0.47046,                 1.1319,             0.00099812,             0.00099812,             0.00099812
                    255,                0.51332,                0.32601,                0.84053,                0.98913,                      1,                  0.995,                0.73199,                0.98197,                0.49033,                 1.1271,             0.00099416,             0.00099416,             0.00099416
                    256,                0.49729,                0.32026,                0.83825,                0.98913,                      1,                  0.995,                0.73199,                0.98197,                0.49033,                 1.1271,              0.0009902,              0.0009902,              0.0009902
                    257,                0.54343,                0.35138,                0.87998,                0.98856,                      1,                  0.995,                0.71952,                 1.0418,                0.52028,                 1.1578,             0.00098624,             0.00098624,             0.00098624
                    258,                 0.4933,                0.32185,                0.86144,                0.98856,                      1,                  0.995,                0.71952,                 1.0418,                0.52028,                 1.1578,             0.00098228,             0.00098228,             0.00098228
                    259,                0.43849,                 0.2979,                0.85733,                0.98856,                      1,                  0.995,                0.71952,                 1.0418,                0.52028,                 1.1578,             0.00097832,             0.00097832,             0.00097832
                    260,                0.46626,                0.33193,                 0.8617,                0.98318,                      1,                  0.995,                0.72612,                  1.077,                0.51677,                 1.1631,             0.00097436,             0.00097436,             0.00097436
                    261,                 0.4444,                0.32725,                0.86567,                0.98318,                      1,                  0.995,                0.72612,                  1.077,                0.51677,                 1.1631,              0.0009704,              0.0009704,              0.0009704
                    262,                0.50681,                0.32731,                0.85694,                0.98318,                      1,                  0.995,                0.72612,                  1.077,                0.51677,                 1.1631,             0.00096644,             0.00096644,             0.00096644
                    263,                0.51582,                0.35478,                0.87326,                0.98202,                      1,                  0.995,                 0.7293,                 1.0431,                0.48779,                 1.1571,             0.00096248,             0.00096248,             0.00096248
                    264,                0.53235,                0.34478,                0.86244,                0.98202,                      1,                  0.995,                 0.7293,                 1.0431,                0.48779,                 1.1571,             0.00095852,             0.00095852,             0.00095852
                    265,                0.46685,                0.31975,                0.84764,                0.98156,                      1,                  0.995,                0.72734,                0.99102,                0.48897,                 1.1387,             0.00095456,             0.00095456,             0.00095456
                    266,                0.49652,                0.32586,                 0.8443,                0.98156,                      1,                  0.995,                0.72734,                0.99102,                0.48897,                 1.1387,              0.0009506,              0.0009506,              0.0009506
                    267,                0.49934,                0.31214,                0.87678,                0.98156,                      1,                  0.995,                0.72734,                0.99102,                0.48897,                 1.1387,             0.00094664,             0.00094664,             0.00094664
                    268,                0.53875,                0.33745,                0.87927,                0.98264,                      1,                  0.995,                0.74513,                 1.0131,                0.48907,                 1.1455,             0.00094268,             0.00094268,             0.00094268
                    269,                0.48265,                0.32132,                0.85247,                0.98264,                      1,                  0.995,                0.74513,                 1.0131,                0.48907,                 1.1455,             0.00093872,             0.00093872,             0.00093872
                    270,                0.49278,                0.31761,                0.87007,                0.98264,                      1,                  0.995,                0.74513,                 1.0131,                0.48907,                 1.1455,             0.00093476,             0.00093476,             0.00093476
                    271,                0.52667,                 0.3215,                0.84906,                0.98489,                      1,                  0.995,                 0.7303,                 1.0565,                0.48536,                 1.1561,              0.0009308,              0.0009308,              0.0009308
                    272,                0.49467,                0.30373,                0.83935,                0.98489,                      1,                  0.995,                 0.7303,                 1.0565,                0.48536,                 1.1561,             0.00092684,             0.00092684,             0.00092684
                    273,                0.50205,                0.32619,                0.86013,                0.98422,                      1,                  0.995,                0.75107,                 1.0063,                0.51301,                  1.115,             0.00092288,             0.00092288,             0.00092288
                    274,                0.52714,                0.34311,                0.88112,                0.98422,                      1,                  0.995,                0.75107,                 1.0063,                0.51301,                  1.115,             0.00091892,             0.00091892,             0.00091892
                    275,                0.47403,                 0.3109,                0.85309,                0.98422,                      1,                  0.995,                0.75107,                 1.0063,                0.51301,                  1.115,             0.00091496,             0.00091496,             0.00091496
                    276,                 0.4589,                0.30058,                0.84412,                0.98337,                      1,                  0.995,                 0.7551,                  0.932,                0.48005,                  1.077,               0.000911,               0.000911,               0.000911
                    277,                0.51752,                0.34272,                0.88278,                0.98337,                      1,                  0.995,                 0.7551,                  0.932,                0.48005,                  1.077,             0.00090704,             0.00090704,             0.00090704
                    278,                0.48801,                0.31095,                0.84222,                0.98337,                      1,                  0.995,                 0.7551,                  0.932,                0.48005,                  1.077,             0.00090308,             0.00090308,             0.00090308
                    279,                0.53371,                0.33349,                0.85809,                 0.9864,                      1,                  0.995,                 0.7491,                0.90656,                 0.4753,                 1.0641,             0.00089912,             0.00089912,             0.00089912
                    280,                0.50091,                0.31307,                0.86368,                 0.9864,                      1,                  0.995,                 0.7491,                0.90656,                 0.4753,                 1.0641,             0.00089516,             0.00089516,             0.00089516
                    281,                0.54115,                0.34523,                0.87652,                 0.9881,                      1,                  0.995,                0.71723,                0.99427,                0.45983,                 1.0936,              0.0008912,              0.0008912,              0.0008912
                    282,                 0.4492,                0.29643,                0.84057,                 0.9881,                      1,                  0.995,                0.71723,                0.99427,                0.45983,                 1.0936,             0.00088724,             0.00088724,             0.00088724
                    283,                0.51927,                0.31712,                 0.8208,                 0.9881,                      1,                  0.995,                0.71723,                0.99427,                0.45983,                 1.0936,             0.00088328,             0.00088328,             0.00088328
                    284,                0.45377,                0.32464,                0.90405,                 0.9916,                      1,                  0.995,                0.71497,                 1.0308,                0.45141,                 1.1221,             0.00087932,             0.00087932,             0.00087932
                    285,                  0.484,                0.31229,                0.87045,                 0.9916,                      1,                  0.995,                0.71497,                 1.0308,                0.45141,                 1.1221,             0.00087536,             0.00087536,             0.00087536
                    286,                0.50502,                0.31525,                 0.8423,                 0.9916,                      1,                  0.995,                0.71497,                 1.0308,                0.45141,                 1.1221,              0.0008714,              0.0008714,              0.0008714
                    287,                0.48583,                0.41032,                0.92133,                0.99269,                      1,                  0.995,                0.75549,                 0.9992,                0.42436,                 1.1312,             0.00086744,             0.00086744,             0.00086744
                    288,                0.46201,                0.36342,                0.91078,                0.99269,                      1,                  0.995,                0.75549,                 0.9992,                0.42436,                 1.1312,             0.00086348,             0.00086348,             0.00086348
                    289,                0.44283,                0.31687,                0.83918,                0.94992,                      1,                  0.995,                0.73237,                 1.0067,                0.43065,                 1.1496,             0.00085952,             0.00085952,             0.00085952
                    290,                0.47441,                0.31837,                0.82249,                0.94992,                      1,                  0.995,                0.73237,                 1.0067,                0.43065,                 1.1496,             0.00085556,             0.00085556,             0.00085556
                    291,                0.53466,                0.31858,                0.85585,                0.94992,                      1,                  0.995,                0.73237,                 1.0067,                0.43065,                 1.1496,              0.0008516,              0.0008516,              0.0008516
                    292,                0.51013,                0.30111,                0.87362,                0.99482,                      1,                  0.995,                0.71974,                 1.0189,                0.46974,                 1.1608,             0.00084764,             0.00084764,             0.00084764
                    293,                0.48012,                0.30863,                0.83088,                0.99482,                      1,                  0.995,                0.71974,                 1.0189,                0.46974,                 1.1608,             0.00084368,             0.00084368,             0.00084368
                    294,                0.47161,                0.32085,                0.89142,                0.99482,                      1,                  0.995,                0.71974,                 1.0189,                0.46974,                 1.1608,             0.00083972,             0.00083972,             0.00083972
                    295,                0.50991,                0.31411,                0.88685,                0.99428,                      1,                  0.995,                0.71888,                 1.0466,                0.51353,                  1.158,             0.00083576,             0.00083576,             0.00083576
                    296,                0.49449,                 0.3422,                0.88125,                0.99428,                      1,                  0.995,                0.71888,                 1.0466,                0.51353,                  1.158,              0.0008318,              0.0008318,              0.0008318
                    297,                0.48257,                0.33209,                0.89385,                0.95113,                      1,                  0.995,                0.72803,                 1.0465,                0.49289,                 1.1447,             0.00082784,             0.00082784,             0.00082784
                    298,                0.42147,                0.28977,                0.82261,                0.95113,                      1,                  0.995,                0.72803,                 1.0465,                0.49289,                 1.1447,             0.00082388,             0.00082388,             0.00082388
                    299,                0.41396,                0.28746,                0.81895,                0.95113,                      1,                  0.995,                0.72803,                 1.0465,                0.49289,                 1.1447,             0.00081992,             0.00081992,             0.00081992
                    300,                0.49739,                0.35645,                0.92238,                0.99251,                      1,                  0.995,                 0.6999,                 1.0142,                0.46901,                 1.1255,             0.00081596,             0.00081596,             0.00081596
                    301,                0.49428,                0.31364,                  0.872,                0.99251,                      1,                  0.995,                 0.6999,                 1.0142,                0.46901,                 1.1255,               0.000812,               0.000812,               0.000812
                    302,                0.44223,                0.29102,                0.84173,                0.99251,                      1,                  0.995,                 0.6999,                 1.0142,                0.46901,                 1.1255,             0.00080804,             0.00080804,             0.00080804
                    303,                0.59077,                 0.3943,                0.88249,                0.99379,                      1,                  0.995,                0.70862,                 1.0135,                0.47513,                 1.1316,             0.00080408,             0.00080408,             0.00080408
                    304,                0.50362,                0.31665,                0.83729,                0.99379,                      1,                  0.995,                0.70862,                 1.0135,                0.47513,                 1.1316,             0.00080012,             0.00080012,             0.00080012
                    305,                0.51493,                0.31952,                0.84885,                0.95254,                      1,                0.99318,                0.70322,                 1.0576,                0.47604,                 1.1558,             0.00079616,             0.00079616,             0.00079616
                    306,                0.45652,                0.29226,                0.85323,                0.95254,                      1,                0.99318,                0.70322,                 1.0576,                0.47604,                 1.1558,              0.0007922,              0.0007922,              0.0007922
                    307,                0.49008,                0.30825,                 0.8616,                0.95254,                      1,                0.99318,                0.70322,                 1.0576,                0.47604,                 1.1558,             0.00078824,             0.00078824,             0.00078824
                    308,                0.46929,                0.30091,                0.83939,                0.94634,                      1,                0.99318,                0.69795,                 1.0932,                0.49057,                 1.1727,             0.00078428,             0.00078428,             0.00078428
                    309,                0.45598,                0.28139,                0.85237,                0.94634,                      1,                0.99318,                0.69795,                 1.0932,                0.49057,                 1.1727,             0.00078032,             0.00078032,             0.00078032
                    310,                0.47879,                0.30678,                0.85053,                0.94634,                      1,                0.99318,                0.69795,                 1.0932,                0.49057,                 1.1727,             0.00077636,             0.00077636,             0.00077636
                    311,                0.44806,                0.32126,                0.87401,                0.95398,                      1,                  0.995,                0.69804,                 1.0655,                0.46584,                 1.1421,              0.0007724,              0.0007724,              0.0007724
                    312,                0.40817,                0.27613,                0.84746,                0.95398,                      1,                  0.995,                0.69804,                 1.0655,                0.46584,                 1.1421,             0.00076844,             0.00076844,             0.00076844
                    313,                0.45014,                0.28831,                0.81721,                0.99527,                      1,                  0.995,                0.71007,                 1.0019,                0.43751,                 1.0924,             0.00076448,             0.00076448,             0.00076448
