                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    314,                0.46406,                0.30578,                0.85945,                0.99527,                      1,                  0.995,                0.71007,                 1.0019,                0.43751,                 1.0924,             0.00076052,             0.00076052,             0.00076052
                    315,                0.47457,                0.33083,                0.87567,                0.99527,                      1,                  0.995,                0.71007,                 1.0019,                0.43751,                 1.0924,             0.00075656,             0.00075656,             0.00075656
                    316,                0.42603,                0.32219,                0.86032,                0.99648,                      1,                  0.995,                0.73493,                0.99801,                0.42547,                 1.0728,              0.0007526,              0.0007526,              0.0007526
                    317,                  0.408,                0.28087,                0.84597,                0.99648,                      1,                  0.995,                0.73493,                0.99801,                0.42547,                 1.0728,             0.00074864,             0.00074864,             0.00074864
                    318,                0.45966,                 0.3392,                0.91732,                0.99648,                      1,                  0.995,                0.73493,                0.99801,                0.42547,                 1.0728,             0.00074468,             0.00074468,             0.00074468
                    319,                0.47845,                0.30531,                0.83724,                0.99701,                      1,                  0.995,                0.74655,                 1.0642,                  0.436,                 1.1135,             0.00074072,             0.00074072,             0.00074072
                    320,                0.43569,                0.28706,                0.81069,                0.99701,                      1,                  0.995,                0.74655,                 1.0642,                  0.436,                 1.1135,             0.00073676,             0.00073676,             0.00073676
                    321,                 0.4489,                0.29775,                0.84437,                0.99714,                      1,                  0.995,                0.71434,                 1.0569,                0.43407,                 1.1263,              0.0007328,              0.0007328,              0.0007328
                    322,                0.40835,                0.29742,                0.85165,                0.99714,                      1,                  0.995,                0.71434,                 1.0569,                0.43407,                 1.1263,             0.00072884,             0.00072884,             0.00072884
                    323,                0.49099,                0.31725,                0.85243,                0.99714,                      1,                  0.995,                0.71434,                 1.0569,                0.43407,                 1.1263,             0.00072488,             0.00072488,             0.00072488
                    324,                0.41783,                0.28808,                0.83265,                0.99714,                      1,                  0.995,                0.74198,                0.98078,                0.41548,                 1.1025,             0.00072092,             0.00072092,             0.00072092
                    325,                0.56639,                0.36674,                0.88795,                0.99714,                      1,                  0.995,                0.74198,                0.98078,                0.41548,                 1.1025,             0.00071696,             0.00071696,             0.00071696
                    326,                0.44606,                0.29494,                0.86358,                0.99714,                      1,                  0.995,                0.74198,                0.98078,                0.41548,                 1.1025,               0.000713,               0.000713,               0.000713
                    327,                0.44688,                0.29853,                0.83585,                0.99704,                      1,                  0.995,                0.74438,                0.99014,                0.42308,                 1.1041,             0.00070904,             0.00070904,             0.00070904
                    328,                0.43507,                0.29243,                0.84388,                0.99704,                      1,                  0.995,                0.74438,                0.99014,                0.42308,                 1.1041,             0.00070508,             0.00070508,             0.00070508
                    329,                  0.442,                0.28533,                0.84593,                0.99676,                      1,                  0.995,                0.73204,                 1.0301,                0.44351,                 1.1052,             0.00070112,             0.00070112,             0.00070112
                    330,                0.44222,                0.30194,                0.82939,                0.99676,                      1,                  0.995,                0.73204,                 1.0301,                0.44351,                 1.1052,             0.00069716,             0.00069716,             0.00069716
                    331,                 0.4331,                0.30994,                0.86139,                0.99676,                      1,                  0.995,                0.73204,                 1.0301,                0.44351,                 1.1052,              0.0006932,              0.0006932,              0.0006932
                    332,                0.39681,                0.27395,                0.85104,                0.99603,                      1,                  0.995,                0.73438,                   1.03,                0.45227,                 1.0983,             0.00068924,             0.00068924,             0.00068924
                    333,                 0.4612,                0.29515,                0.82935,                0.99603,                      1,                  0.995,                0.73438,                   1.03,                0.45227,                 1.0983,             0.00068528,             0.00068528,             0.00068528
                    334,                0.40479,                0.28123,                0.82583,                0.99603,                      1,                  0.995,                0.73438,                   1.03,                0.45227,                 1.0983,             0.00068132,             0.00068132,             0.00068132
                    335,                0.41968,                0.28261,                0.81919,                0.99587,                      1,                  0.995,                0.75435,                0.97754,                0.42982,                 1.0811,             0.00067736,             0.00067736,             0.00067736
                    336,                0.49701,                0.32598,                0.87604,                0.99587,                      1,                  0.995,                0.75435,                0.97754,                0.42982,                 1.0811,              0.0006734,              0.0006734,              0.0006734
                    337,                0.44746,                0.32107,                0.87284,                0.99562,                      1,                  0.995,                0.74867,                0.96577,                0.41172,                 1.0761,             0.00066944,             0.00066944,             0.00066944
                    338,                0.48777,                0.29967,                 0.8854,                0.99562,                      1,                  0.995,                0.74867,                0.96577,                0.41172,                 1.0761,             0.00066548,             0.00066548,             0.00066548
                    339,                0.42735,                0.29331,                 0.8281,                0.99562,                      1,                  0.995,                0.74867,                0.96577,                0.41172,                 1.0761,             0.00066152,             0.00066152,             0.00066152
                    340,                0.41946,                0.27924,                0.83706,                0.99517,                      1,                  0.995,                0.73234,                0.97586,                0.41063,                 1.0833,             0.00065756,             0.00065756,             0.00065756
                    341,                0.45754,                  0.304,                 0.8568,                0.99517,                      1,                  0.995,                0.73234,                0.97586,                0.41063,                 1.0833,              0.0006536,              0.0006536,              0.0006536
                    342,                0.41153,                0.29221,                0.83047,                0.99517,                      1,                  0.995,                0.73234,                0.97586,                0.41063,                 1.0833,             0.00064964,             0.00064964,             0.00064964
                    343,                0.36424,                0.26548,                 0.8198,                0.99521,                      1,                  0.995,                0.74094,                0.99091,                 0.4272,                 1.0987,             0.00064568,             0.00064568,             0.00064568
                    344,                 0.3586,                0.26982,                0.82668,                0.99521,                      1,                  0.995,                0.74094,                0.99091,                 0.4272,                 1.0987,             0.00064172,             0.00064172,             0.00064172
                    345,                0.36716,                0.25985,                0.81813,                0.99538,                      1,                  0.995,                0.74997,                 1.0008,                0.43334,                 1.1298,             0.00063776,             0.00063776,             0.00063776
                    346,                0.40786,                0.27604,                0.82644,                0.99538,                      1,                  0.995,                0.74997,                 1.0008,                0.43334,                 1.1298,              0.0006338,              0.0006338,              0.0006338
                    347,                0.37653,                0.27036,                0.82409,                0.99538,                      1,                  0.995,                0.74997,                 1.0008,                0.43334,                 1.1298,             0.00062984,             0.00062984,             0.00062984
                    348,                0.40986,                0.26088,                0.82157,                0.99527,                      1,                  0.995,                0.74095,                 1.0107,                0.43876,                 1.1519,             0.00062588,             0.00062588,             0.00062588
                    349,                 0.4186,                0.28284,                0.84704,                0.99527,                      1,                  0.995,                0.74095,                 1.0107,                0.43876,                 1.1519,             0.00062192,             0.00062192,             0.00062192
                    350,                0.38248,                0.26822,                0.81224,                0.99527,                      1,                  0.995,                0.74095,                 1.0107,                0.43876,                 1.1519,             0.00061796,             0.00061796,             0.00061796
                    351,                  0.403,                0.28678,                 0.8591,                0.99519,                      1,                  0.995,                0.73017,                 1.0297,                0.43813,                 1.1622,               0.000614,               0.000614,               0.000614
                    352,                0.42532,                0.28664,                0.81567,                0.99519,                      1,                  0.995,                0.73017,                 1.0297,                0.43813,                 1.1622,             0.00061004,             0.00061004,             0.00061004
                    353,                0.42553,                0.29256,                0.84028,                0.99554,                      1,                  0.995,                0.72308,                 1.0553,                0.42915,                 1.1723,             0.00060608,             0.00060608,             0.00060608
                    354,                0.39663,                0.28289,                0.85279,                0.99554,                      1,                  0.995,                0.72308,                 1.0553,                0.42915,                 1.1723,             0.00060212,             0.00060212,             0.00060212
                    355,                0.40852,                0.30166,                   0.83,                0.99554,                      1,                  0.995,                0.72308,                 1.0553,                0.42915,                 1.1723,             0.00059816,             0.00059816,             0.00059816
                    356,                0.41579,                0.27863,                0.85204,                0.99602,                      1,                  0.995,                0.72874,                 1.0591,                 0.4242,                 1.1765,              0.0005942,              0.0005942,              0.0005942
                    357,                0.36716,                0.28369,                0.83859,                0.99602,                      1,                  0.995,                0.72874,                 1.0591,                 0.4242,                 1.1765,             0.00059024,             0.00059024,             0.00059024
                    358,                 0.3964,                  0.288,                0.85281,                0.99602,                      1,                  0.995,                0.72874,                 1.0591,                 0.4242,                 1.1765,             0.00058628,             0.00058628,             0.00058628
                    359,                0.35946,                0.25857,                0.81068,                0.99595,                      1,                  0.995,                0.74738,                  1.039,                0.41107,                 1.1642,             0.00058232,             0.00058232,             0.00058232
                    360,                0.38496,                0.28516,                0.84583,                0.99595,                      1,                  0.995,                0.74738,                  1.039,                0.41107,                 1.1642,             0.00057836,             0.00057836,             0.00057836
                    361,                 0.5449,                0.31751,                0.93143,                0.99552,                      1,                  0.995,                0.74418,                  1.012,                0.40702,                  1.131,              0.0005744,              0.0005744,              0.0005744
                    362,                 0.4109,                0.29049,                0.85496,                0.99552,                      1,                  0.995,                0.74418,                  1.012,                0.40702,                  1.131,             0.00057044,             0.00057044,             0.00057044
                    363,                0.41375,                0.29264,                0.84196,                0.99552,                      1,                  0.995,                0.74418,                  1.012,                0.40702,                  1.131,             0.00056648,             0.00056648,             0.00056648
                    364,                0.43545,                0.29418,                0.84507,                 0.9957,                      1,                  0.995,                0.72805,                0.99348,                0.41365,                 1.1173,             0.00056252,             0.00056252,             0.00056252
                    365,                0.37163,                0.27135,                0.82141,                 0.9957,                      1,                  0.995,                0.72805,                0.99348,                0.41365,                 1.1173,             0.00055856,             0.00055856,             0.00055856
                    366,                0.38091,                0.28782,                0.81308,                 0.9957,                      1,                  0.995,                0.72805,                0.99348,                0.41365,                 1.1173,              0.0005546,              0.0005546,              0.0005546
                    367,                0.41905,                0.26632,                0.82179,                0.99558,                      1,                  0.995,                0.74348,                0.99377,                0.41855,                 1.1207,             0.00055064,             0.00055064,             0.00055064
                    368,                0.35107,                0.25291,                0.80894,                0.99558,                      1,                  0.995,                0.74348,                0.99377,                0.41855,                 1.1207,             0.00054668,             0.00054668,             0.00054668
                    369,                 0.3889,                0.27378,                0.84292,                0.99502,                      1,                  0.995,                0.74282,                  1.009,                0.42611,                  1.139,             0.00054272,             0.00054272,             0.00054272
                    370,                0.36782,                0.26985,                0.81331,                0.99502,                      1,                  0.995,                0.74282,                  1.009,                0.42611,                  1.139,             0.00053876,             0.00053876,             0.00053876
                    371,                0.37515,                0.27175,                0.83096,                0.99502,                      1,                  0.995,                0.74282,                  1.009,                0.42611,                  1.139,              0.0005348,              0.0005348,              0.0005348
                    372,                0.37489,                0.26635,                0.85368,                0.99417,                      1,                  0.995,                0.73703,                 1.0037,                0.43875,                 1.1422,             0.00053084,             0.00053084,             0.00053084
                    373,                0.36856,                0.26585,                0.83917,                0.99417,                      1,                  0.995,                0.73703,                 1.0037,                0.43875,                 1.1422,             0.00052688,             0.00052688,             0.00052688
                    374,                0.34546,                0.25133,                0.82999,                0.99417,                      1,                  0.995,                0.73703,                 1.0037,                0.43875,                 1.1422,             0.00052292,             0.00052292,             0.00052292
                    375,                0.37314,                0.26126,                0.83527,                0.99396,                      1,                  0.995,                0.71618,                 1.0122,                0.43828,                 1.1474,             0.00051896,             0.00051896,             0.00051896
                    376,                0.35306,                 0.2568,                0.82486,                0.99396,                      1,                  0.995,                0.71618,                 1.0122,                0.43828,                 1.1474,               0.000515,               0.000515,               0.000515
                    377,                0.41977,                0.33558,                0.92671,                0.99434,                      1,                  0.995,                0.71091,                 1.0178,                0.43509,                 1.1442,             0.00051104,             0.00051104,             0.00051104
                    378,                0.41193,                 0.2647,                0.84046,                0.99434,                      1,                  0.995,                0.71091,                 1.0178,                0.43509,                 1.1442,             0.00050708,             0.00050708,             0.00050708
                    379,                0.36864,                 0.2708,                0.82533,                0.99434,                      1,                  0.995,                0.71091,                 1.0178,                0.43509,                 1.1442,             0.00050312,             0.00050312,             0.00050312
                    380,                0.35725,                0.25614,                0.81347,                0.99432,                      1,                  0.995,                0.69876,                 1.0278,                0.45246,                  1.138,             0.00049916,             0.00049916,             0.00049916
                    381,                0.37692,                0.25748,                0.82696,                0.99432,                      1,                  0.995,                0.69876,                 1.0278,                0.45246,                  1.138,              0.0004952,              0.0004952,              0.0004952
                    382,                  0.383,                0.25684,                0.85692,                0.99432,                      1,                  0.995,                0.69876,                 1.0278,                0.45246,                  1.138,             0.00049124,             0.00049124,             0.00049124
                    383,                 0.3528,                0.24513,                0.82317,                0.99423,                      1,                  0.995,                0.72362,                 1.0327,                0.45928,                 1.1389,             0.00048728,             0.00048728,             0.00048728
                    384,                0.44266,                0.27723,                0.88636,                0.99423,                      1,                  0.995,                0.72362,                 1.0327,                0.45928,                 1.1389,             0.00048332,             0.00048332,             0.00048332
                    385,                0.36554,                0.24243,                0.80211,                0.99517,                      1,                  0.995,                0.72132,                 1.0296,                 0.4544,                 1.1448,             0.00047936,             0.00047936,             0.00047936
                    386,                0.36335,                 0.3208,                0.84067,                0.99517,                      1,                  0.995,                0.72132,                 1.0296,                 0.4544,                 1.1448,              0.0004754,              0.0004754,              0.0004754
                    387,                0.33706,                0.23853,                0.80728,                0.99517,                      1,                  0.995,                0.72132,                 1.0296,                 0.4544,                 1.1448,             0.00047144,             0.00047144,             0.00047144
                    388,                0.36601,                 0.2481,                 0.8262,                0.99591,                      1,                  0.995,                0.71954,                 1.0351,                0.45488,                 1.1461,             0.00046748,             0.00046748,             0.00046748
                    389,                0.35931,                0.24591,                0.82968,                0.99591,                      1,                  0.995,                0.71954,                 1.0351,                0.45488,                 1.1461,             0.00046352,             0.00046352,             0.00046352
                    390,                0.34114,                0.24043,                0.81348,                0.99591,                      1,                  0.995,                0.71954,                 1.0351,                0.45488,                 1.1461,             0.00045956,             0.00045956,             0.00045956
                    391,                0.35824,                0.24853,                0.80151,                0.99638,                      1,                  0.995,                0.70027,                 1.0312,                0.45358,                 1.1457,              0.0004556,              0.0004556,              0.0004556
                    392,                0.34053,                0.24887,                 0.8152,                0.99638,                      1,                  0.995,                0.70027,                 1.0312,                0.45358,                 1.1457,             0.00045164,             0.00045164,             0.00045164
                    393,                0.37977,                0.26457,                0.85529,                0.99645,                      1,                  0.995,                0.70504,                 1.0606,                0.45508,                 1.1615,             0.00044768,             0.00044768,             0.00044768
                    394,                 0.4168,                0.27373,                0.87037,                0.99645,                      1,                  0.995,                0.70504,                 1.0606,                0.45508,                 1.1615,             0.00044372,             0.00044372,             0.00044372
                    395,                0.35842,                0.23811,                0.80717,                0.99645,                      1,                  0.995,                0.70504,                 1.0606,                0.45508,                 1.1615,             0.00043976,             0.00043976,             0.00043976
                    396,                0.36204,                0.25474,                0.86219,                0.99583,                      1,                  0.995,                0.70391,                 1.0715,                0.45913,                 1.1601,              0.0004358,              0.0004358,              0.0004358
                    397,                0.43575,                0.28804,                0.84889,                0.99583,                      1,                  0.995,                0.70391,                 1.0715,                0.45913,                 1.1601,             0.00043184,             0.00043184,             0.00043184
                    398,                0.60911,                0.41617,                 1.0038,                0.99583,                      1,                  0.995,                0.70391,                 1.0715,                0.45913,                 1.1601,             0.00042788,             0.00042788,             0.00042788
                    399,                0.37895,                0.27161,                0.86667,                0.99348,                      1,                  0.995,                 0.6933,                 1.0494,                0.45934,                 1.1426,             0.00042392,             0.00042392,             0.00042392
                    400,                0.35851,                0.25164,                 0.8066,                0.99348,                      1,                  0.995,                 0.6933,                 1.0494,                0.45934,                 1.1426,             0.00041996,             0.00041996,             0.00041996
                    401,                0.49382,                0.31647,                 0.9581,                0.99036,                      1,                  0.995,                0.71138,                 1.0245,                0.46336,                 1.1304,               0.000416,               0.000416,               0.000416
                    402,                0.40523,                0.26315,                0.82841,                0.99036,                      1,                  0.995,                0.71138,                 1.0245,                0.46336,                 1.1304,             0.00041204,             0.00041204,             0.00041204
                    403,                0.37438,                0.26711,                0.83002,                0.99036,                      1,                  0.995,                0.71138,                 1.0245,                0.46336,                 1.1304,             0.00040808,             0.00040808,             0.00040808
                    404,                0.35935,                0.25521,                0.82667,                0.98778,                      1,                  0.995,                0.70452,                 1.0141,                0.46994,                 1.1316,             0.00040412,             0.00040412,             0.00040412
                    405,                0.39511,                0.27637,                0.84542,                0.98778,                      1,                  0.995,                0.70452,                 1.0141,                0.46994,                 1.1316,             0.00040016,             0.00040016,             0.00040016
                    406,                0.38011,                0.28276,                0.87751,                0.98778,                      1,                  0.995,                0.70452,                 1.0141,                0.46994,                 1.1316,              0.0003962,              0.0003962,              0.0003962
                    407,                 0.3613,                0.27747,                0.83364,                0.98549,                      1,                  0.995,                0.69497,                 1.0027,                0.47744,                  1.122,             0.00039224,             0.00039224,             0.00039224
                    408,                0.41197,                0.26056,                 0.8742,                0.98549,                      1,                  0.995,                0.69497,                 1.0027,                0.47744,                  1.122,             0.00038828,             0.00038828,             0.00038828
                    409,                0.34044,                0.24852,                0.81929,                0.98604,                      1,                  0.995,                0.70501,                 1.0157,                0.48644,                 1.1282,             0.00038432,             0.00038432,             0.00038432
                    410,                0.49358,                0.30791,                0.85933,                0.98604,                      1,                  0.995,                0.70501,                 1.0157,                0.48644,                 1.1282,             0.00038036,             0.00038036,             0.00038036
                    411,                0.43248,                0.30181,                0.83905,                0.98604,                      1,                  0.995,                0.70501,                 1.0157,                0.48644,                 1.1282,              0.0003764,              0.0003764,              0.0003764
                    412,                0.39635,                0.25912,                0.85201,                0.98663,                      1,                  0.995,                0.70506,                 1.0163,                0.47003,                 1.1281,             0.00037244,             0.00037244,             0.00037244
                    413,                0.39009,                0.25676,                0.85764,                0.98663,                      1,                  0.995,                0.70506,                 1.0163,                0.47003,                 1.1281,             0.00036848,             0.00036848,             0.00036848
                    414,                0.37004,                0.24461,                0.83073,                0.98663,                      1,                  0.995,                0.70506,                 1.0163,                0.47003,                 1.1281,             0.00036452,             0.00036452,             0.00036452
                    415,                0.41301,                0.25772,                0.82366,                0.98642,                      1,                  0.995,                0.71412,                 1.0047,                0.48675,                  1.124,             0.00036056,             0.00036056,             0.00036056
                    416,                0.32907,                0.24851,                0.81517,                0.98642,                      1,                  0.995,                0.71412,                 1.0047,                0.48675,                  1.124,              0.0003566,              0.0003566,              0.0003566
                    417,                0.32507,                0.25005,                0.81768,                0.98868,                      1,                  0.995,                0.71796,                  1.009,                0.47165,                 1.1279,             0.00035264,             0.00035264,             0.00035264
                    418,                0.39692,                0.27681,                0.84442,                0.98868,                      1,                  0.995,                0.71796,                  1.009,                0.47165,                 1.1279,             0.00034868,             0.00034868,             0.00034868
                    419,                0.34732,                0.25682,                0.83369,                0.98868,                      1,                  0.995,                0.71796,                  1.009,                0.47165,                 1.1279,             0.00034472,             0.00034472,             0.00034472
                    420,                0.31991,                0.23305,                0.80592,                0.98988,                      1,                  0.995,                0.70701,                 1.0155,                0.47443,                 1.1374,             0.00034076,             0.00034076,             0.00034076
                    421,                0.34972,                0.24978,                0.84343,                0.98988,                      1,                  0.995,                0.70701,                 1.0155,                0.47443,                 1.1374,              0.0003368,              0.0003368,              0.0003368
                    422,                0.33978,                0.24178,                0.83004,                0.98988,                      1,                  0.995,                0.70701,                 1.0155,                0.47443,                 1.1374,             0.00033284,             0.00033284,             0.00033284
                    423,                0.34875,                0.24182,                0.82619,                0.98927,                      1,                  0.995,                0.70576,                  1.025,                0.48982,                 1.1485,             0.00032888,             0.00032888,             0.00032888
                    424,                0.33016,                0.24584,                0.83213,                0.98927,                      1,                  0.995,                0.70576,                  1.025,                0.48982,                 1.1485,             0.00032492,             0.00032492,             0.00032492
                    425,                0.38253,                0.26191,                0.83938,                0.98886,                      1,                  0.995,                0.68952,                 1.0256,                0.48765,                  1.152,             0.00032096,             0.00032096,             0.00032096
                    426,                0.30546,                0.22504,                0.80033,                0.98886,                      1,                  0.995,                0.68952,                 1.0256,                0.48765,                  1.152,               0.000317,               0.000317,               0.000317
                    427,                0.38408,                0.26414,                0.83129,                0.98886,                      1,                  0.995,                0.68952,                 1.0256,                0.48765,                  1.152,             0.00031304,             0.00031304,             0.00031304
                    428,                0.35988,                 0.2655,                0.86106,                0.98925,                      1,                  0.995,                0.69893,                 1.0225,                0.47347,                 1.1523,             0.00030908,             0.00030908,             0.00030908
                    429,                0.32219,                0.24695,                0.81593,                0.98925,                      1,                  0.995,                0.69893,                 1.0225,                0.47347,                 1.1523,             0.00030512,             0.00030512,             0.00030512
                    430,                0.50493,                0.34864,                0.95091,                0.98925,                      1,                  0.995,                0.69893,                 1.0225,                0.47347,                 1.1523,             0.00030116,             0.00030116,             0.00030116
                    431,                0.33559,                0.25758,                0.86675,                0.98752,                      1,                  0.995,                0.70995,                 1.0115,                0.45361,                 1.1434,              0.0002972,              0.0002972,              0.0002972
                    432,                 0.3752,                0.25357,                0.85616,                0.98752,                      1,                  0.995,                0.70995,                 1.0115,                0.45361,                 1.1434,             0.00029324,             0.00029324,             0.00029324
                    433,                  0.328,                0.24411,                0.82931,                0.98535,                      1,                  0.995,                0.71027,                  1.012,                0.43794,                 1.1412,             0.00028928,             0.00028928,             0.00028928
                    434,                0.39227,                0.27029,                0.85347,                0.98535,                      1,                  0.995,                0.71027,                  1.012,                0.43794,                 1.1412,             0.00028532,             0.00028532,             0.00028532
                    435,                0.43063,                0.26054,                0.84403,                0.98535,                      1,                  0.995,                0.71027,                  1.012,                0.43794,                 1.1412,             0.00028136,             0.00028136,             0.00028136
                    436,                0.37617,                0.27404,                 0.8291,                 0.9859,                      1,                  0.995,                0.71005,                   1.02,                0.44516,                 1.1502,              0.0002774,              0.0002774,              0.0002774
                    437,                0.36608,                0.25053,                 0.8165,                 0.9859,                      1,                  0.995,                0.71005,                   1.02,                0.44516,                 1.1502,             0.00027344,             0.00027344,             0.00027344
                    438,                0.37043,                0.25491,                0.85064,                 0.9859,                      1,                  0.995,                0.71005,                   1.02,                0.44516,                 1.1502,             0.00026948,             0.00026948,             0.00026948
                    439,                0.35425,                0.24957,                0.83774,                0.98748,                      1,                  0.995,                0.71646,                  1.033,                0.45001,                 1.1559,             0.00026552,             0.00026552,             0.00026552
                    440,                 0.3338,                0.24254,                0.83347,                0.98748,                      1,                  0.995,                0.71646,                  1.033,                0.45001,                 1.1559,             0.00026156,             0.00026156,             0.00026156
                    441,                0.34036,                0.23599,                0.83572,                0.98822,                      1,                  0.995,                0.71962,                  1.048,                0.47108,                 1.1631,              0.0002576,              0.0002576,              0.0002576
                    442,                0.33196,                0.25483,                0.82852,                0.98822,                      1,                  0.995,                0.71962,                  1.048,                0.47108,                 1.1631,             0.00025364,             0.00025364,             0.00025364
                    443,                0.37626,                0.26585,                0.83466,                0.98822,                      1,                  0.995,                0.71962,                  1.048,                0.47108,                 1.1631,             0.00024968,             0.00024968,             0.00024968
                    444,                0.34346,                0.24688,                0.83138,                0.98939,                      1,                  0.995,                0.69828,                 1.0626,                 0.4722,                 1.1699,             0.00024572,             0.00024572,             0.00024572
                    445,                0.37845,                  0.265,                0.85126,                0.98939,                      1,                  0.995,                0.69828,                 1.0626,                 0.4722,                 1.1699,             0.00024176,             0.00024176,             0.00024176
                    446,                0.33318,                0.23158,                0.80654,                0.98939,                      1,                  0.995,                0.69828,                 1.0626,                 0.4722,                 1.1699,              0.0002378,              0.0002378,              0.0002378
                    447,                0.31515,                0.23824,                 0.8235,                 0.9893,                      1,                  0.995,                0.70883,                 1.0628,                0.47706,                 1.1722,             0.00023384,             0.00023384,             0.00023384
                    448,                0.32303,                 0.2385,                0.84759,                 0.9893,                      1,                  0.995,                0.70883,                 1.0628,                0.47706,                 1.1722,             0.00022988,             0.00022988,             0.00022988
                    449,                0.34315,                0.23213,                0.82182,                0.98828,                      1,                  0.995,                0.70061,                 1.0557,                0.47426,                 1.1705,             0.00022592,             0.00022592,             0.00022592
                    450,                 0.3679,                0.24157,                0.83643,                0.98828,                      1,                  0.995,                0.70061,                 1.0557,                0.47426,                 1.1705,             0.00022196,             0.00022196,             0.00022196
                    451,                0.30115,                 0.2246,                0.82703,                0.98828,                      1,                  0.995,                0.70061,                 1.0557,                0.47426,                 1.1705,               0.000218,               0.000218,               0.000218
                    452,                0.33043,                0.24662,                0.85553,                0.98828,                      1,                  0.995,                0.71987,                 1.0502,                0.47231,                 1.1585,             0.00021404,             0.00021404,             0.00021404
                    453,                0.31485,                0.22626,                0.82527,                0.98828,                      1,                  0.995,                0.71987,                 1.0502,                0.47231,                 1.1585,             0.00021008,             0.00021008,             0.00021008
                    454,                0.34006,                0.25242,                0.83318,                0.98828,                      1,                  0.995,                0.71987,                 1.0502,                0.47231,                 1.1585,             0.00020612,             0.00020612,             0.00020612
                    455,                0.36563,                0.25205,                0.86287,                0.98566,                      1,                  0.995,                0.71441,                 1.0463,                0.47987,                 1.1529,             0.00020216,             0.00020216,             0.00020216
                    456,                0.30076,                0.22289,                0.82137,                0.98566,                      1,                  0.995,                0.71441,                 1.0463,                0.47987,                 1.1529,              0.0001982,              0.0001982,              0.0001982
                    457,                0.37921,                0.28144,                0.88934,                0.98394,                      1,                  0.995,                0.70155,                 1.0493,                0.48181,                  1.152,             0.00019424,             0.00019424,             0.00019424
                    458,                0.34734,                0.24509,                0.83858,                0.98394,                      1,                  0.995,                0.70155,                 1.0493,                0.48181,                  1.152,             0.00019028,             0.00019028,             0.00019028
                    459,                0.35529,                0.25078,                0.80698,                0.98394,                      1,                  0.995,                0.70155,                 1.0493,                0.48181,                  1.152,             0.00018632,             0.00018632,             0.00018632
                    460,                0.36095,                0.25989,                0.85986,                0.98478,                      1,                  0.995,                 0.7021,                 1.0587,                0.48661,                 1.1611,             0.00018236,             0.00018236,             0.00018236
                    461,                0.31155,                  0.223,                0.82724,                0.98478,                      1,                  0.995,                 0.7021,                 1.0587,                0.48661,                 1.1611,              0.0001784,              0.0001784,              0.0001784
                    462,                0.32937,                0.22951,                0.82449,                0.98478,                      1,                  0.995,                 0.7021,                 1.0587,                0.48661,                 1.1611,             0.00017444,             0.00017444,             0.00017444
                    463,                 0.2695,                0.21816,                0.80315,                0.98585,                      1,                  0.995,                0.69346,                 1.0522,                0.47103,                 1.1633,             0.00017048,             0.00017048,             0.00017048
                    464,                0.32545,                0.22898,                0.83196,                0.98585,                      1,                  0.995,                0.69346,                 1.0522,                0.47103,                 1.1633,             0.00016652,             0.00016652,             0.00016652
                    465,                0.30991,                0.23094,                0.84936,                0.98775,                      1,                  0.995,                0.71123,                 1.0463,                0.46898,                 1.1631,             0.00016256,             0.00016256,             0.00016256
                    466,                0.31918,                0.23113,                0.80028,                0.98775,                      1,                  0.995,                0.71123,                 1.0463,                0.46898,                 1.1631,              0.0001586,              0.0001586,              0.0001586
                    467,                0.34121,                0.23577,                0.82139,                0.98775,                      1,                  0.995,                0.71123,                 1.0463,                0.46898,                 1.1631,             0.00015464,             0.00015464,             0.00015464
                    468,                0.40344,                0.26547,                0.86428,                0.99011,                      1,                  0.995,                 0.7154,                 1.0441,                 0.4625,                 1.1616,             0.00015068,             0.00015068,             0.00015068
                    469,                0.38716,                0.25696,                0.86109,                0.99011,                      1,                  0.995,                 0.7154,                 1.0441,                 0.4625,                 1.1616,             0.00014672,             0.00014672,             0.00014672
                    470,                0.44239,                0.26755,                 0.8519,                0.99011,                      1,                  0.995,                 0.7154,                 1.0441,                 0.4625,                 1.1616,             0.00014276,             0.00014276,             0.00014276
                    471,                0.33731,                0.23892,                0.83649,                0.99226,                      1,                  0.995,                0.70595,                 1.0434,                0.47645,                 1.1566,              0.0001388,              0.0001388,              0.0001388
                    472,                  0.325,                0.23197,                0.79498,                0.99226,                      1,                  0.995,                0.70595,                 1.0434,                0.47645,                 1.1566,             0.00013484,             0.00013484,             0.00013484
                    473,                0.31026,                0.23696,                0.81542,                0.99312,                      1,                  0.995,                0.70084,                 1.0494,                0.48152,                 1.1569,             0.00013088,             0.00013088,             0.00013088
                    474,                0.30401,                0.23309,                0.79732,                0.99312,                      1,                  0.995,                0.70084,                 1.0494,                0.48152,                 1.1569,             0.00012692,             0.00012692,             0.00012692
                    475,                0.34433,                0.24109,                0.84704,                0.99312,                      1,                  0.995,                0.70084,                 1.0494,                0.48152,                 1.1569,             0.00012296,             0.00012296,             0.00012296
                    476,                0.30575,                0.22076,                 0.7981,                0.99368,                      1,                  0.995,                0.70171,                 1.0603,                0.49169,                 1.1617,               0.000119,               0.000119,               0.000119
